RowID	symbol	alpha0	alpha7	alpha14	alpha21	alpha28	alpha35	alpha42	alpha49	alpha56	alpha63	alpha70	alpha77	alpha84	alpha91	alpha98	alpha105	alpha112	alpha119	cdc15_10	cdc15_30	cdc15_50	cdc15_70	cdc15_80	cdc15_90	cdc15_100	cdc15_110	cdc15_120	cdc15_130	cdc15_140	cdc15_150	cdc15_160	cdc15_170	cdc15_180	cdc15_190	cdc15_200	cdc15_210	cdc15_220	cdc15_230	cdc15_240	cdc15_250	cdc15_270	cdc15_290	cdc28_0	cdc28_10	cdc28_20	cdc28_30	cdc28_40	cdc28_50	cdc28_60	cdc28_70	cdc28_80	cdc28_90	cdc28_100	cdc28_110	cdc28_120	cdc28_130	cdc28_140	cdc28_150	cdc28_160	elu0	elu30	elu60	elu90	elu120	elu150	elu180	elu210	elu240	elu270	elu300	elu330	elu360	elu390
3826	YLR023C	-0.06	-0.07	-0.33	0.32	-0.09	0.09	0	0.12	0.12	-0.03	-0.12	-0.12	0.05	-0.06	-0.03	0.07	-0.01	0.17	-0.26	-0.28	-0.31	-0.12	0.28	0	0.05	-0.04	0.31	-0.25	-0.1	0.09	0.17	-0.05	0.18	-0.16	0.6	-0.42	0.96	0.08	0.11	-0.29	-0.36	-0.2	0.01	-0.03	-0.07	0.65	0.24	-0.16	0.31	-0.11	0.03	-0.35	0.05	-0.22	-0.01	-0.09	-0.128333333	-0.07	-0.18	-0.24	0.16	0.24	0.47	0.34	0.28	0.16	-0.14	-0.14	-0.01	0.04	-0.41	-0.41	-0.32
3827	YLR024C	0.37	0.09	-0.12	0.15	-0.31	0.28	-0.2	-0.18	0.02	0.48	0.04	-0.02	-0.07	-0.2	-0.12	0.12	-0.29	-0.04	0	0.04	0.06	0.35	-0.04	0.34	-0.06	0.53	-0.6	0.46	-0.06	0.27	-0.12	0.2	-0.33	0.3	-0.41	0.35	-0.35	-1.49	-0.12	0.02	0.43	0.22	0.33	0.35	-0.83	0.09	0.23	0.23	0.25	-0.09	0.17	-0.37	0.09	0.15	0.3	-1.41	-0.16	0.33	0.35	-0.4	0.35	0.02	0.34	-0.3	-0.15	0	0.12	-0.01	0.2	-0.26	0.04	-0.07	0.12
3828	YLR025W	0.02	0.17	0.05	0.39	-0.09	-0.03	0.02	-0.07	0.2	0	0.05	-0.05	-0.07	-0.23	-0.16	0.06	-0.25	0	0.27	0.35	0.34	-0.22	-0.58	-0.1	-0.03	0.12	-0.61	0.24	-0.43	0.21	-0.51	0.35	-0.83	0.2	-0.53	0.37	-0.93	0.63	-1	0.98	0.69	1.04	-0.21	-0.17	-0.3	-0.21	0.23	0.01	0.02	0.4	-0.25	0.47	0.16	-0.03	-0.16	0.155	0.04	0.08	-0.08	1.05	0.04	0.28	0.07	-0.3	-0.14	-0.3	-0.04	-0.95	-0.09	0.1	0.14	0.24	-0.09
3829	YLR026C	0	0.12	-0.27	-0.02	-0.19	0.26	0.1	0	0.2	0.36	-0.4	0.09	-0.13	-0.45	-0.19	0.12	0.1	0.3	-0.18	-0.2	-0.04	0.26	-0.3	0.11	-0.15	0.09	-0.44	-0.11	-0.35	-0.11	-0.09	0.2	0.49	0.21	-0.28	-0.61	0.11	0.73	0.21	0.16	-0.05	0.33	-0.04	-0.01	-0.05	0.1	0.08	0.36	0.12	0.42	-0.32	0.36	0.17	-0.21	-0.46	0.042	0.13	-0.27	-0.39	0.2	0.16	-0.41	0.04	0.14	-0.03	-0.05	0.11	-0.05	0.08	0.06	-0.13	-0.12	0
3830	YLR027C	-0.1	-0.31	-0.31	0.02	-0.09	0.04	0.36	0.18	0.45	0.04	0.16	0.02	0.02	-0.29	0.11	0.01	-0.25	-0.09	-0.85	-1.06	-0.73	0.01	0.31	0.45	0.12	0.51	0.49	0.31	0.03	0.31	0.05	0.1	-0.24	0.27	-0.08	0.48	-0.02	-0.51	-0.95	0.33	0.18	0.49	-0.33	-0.33	-0.43	-0.39	-0.3	-0.65	-0.6	0.05	-0.09	1.04	-0.03	0.17	-0.07	0.4	0.27	0.77	0.44	-0.72	-0.08	0.03	-0.04	-0.19	-0.3	-0.05	-0.09	0.18	0.16	-0.01	0.45	0.35	0.32
3831	YLR028C	-0.11	0.08	-0.06	-0.03	-0.18	-0.08	-0.01	-0.13	0.33	0.32	0.1	0.1	-0.11	-0.37	-0.04	0.25	-0.18	0.13	-0.25	-0.42	-0.48	-0.09	0.11	0	-0.16	0.1	-0.38	-0.06	-0.61	-0.19	-0.06	0.03	0.49	0.1	0.09	-0.23	0.62	0.67	0.56	0	-0.03	0.17	0.14	0.11	-0.07	-0.48	-0.37	-0.92	-0.57	0.09	0.39	0.18	-0.26	0.22	0.35	0.16	0.15	0.48	0.56	0.05	0.52	-0.61	0.05	-0.65	-0.57	-0.59	0.23	0.32	0.29	-0.35	0.35	0.58	0.39
3832	YLR029C	0.25	-0.18	-0.39	-0.01	-0.42	-0.05	-0.12	-0.01	0.24	-0.08	0.12	-0.12	0.01	-0.12	0.38	0.29	0.11	0.12	-0.53	-0.12	0.22	0.22	-0.59	0.38	0.076	0.3	-0.064	0.09	-0.133	0.14	-0.38	0.11	-0.569	-0.23	-0.4	0.02	-0.473	0.206	-0.53	0.03	-0.11	0.08	0.17	-0.43	0.68	0.05	0.45	-0.25	-0.02	0.14	-0.29	1.09	-2.94	0.34	-0.15	0.72	0.36	0.68	0.49	-0.75	-0.24	0.27	0.46	0.33	0.34	0.46	0.22	0.04	-0.15	-0.12	-0.14	-0.39	-0.34
3833	YLR030W	-0.38	0.17	0.29	0.2	-0.02	0.03	-0.21	-0.34	-0.06	-0.08	-0.45	0.14	0.36	-0.13	0.25	0.61	0.01	-0.38	-0.24	-0.17	-0.17	0.42	0.11	-0.06	-0.09	-0.31	0.07	-0.22	0.05	-0.03	0.43	-0.31	0.76	-0.11	0.18	-0.15	0.72	0.02	0.38	-0.31	-0.59	-0.38	0.68	0.48	1.29	0.21	-0.13	-0.99	-0.5	-0.94	-0.28	-0.181428571	-0.585	0.19	0.26	0.01	-0.19	-0.1	0.01	-0.26	0.15	0.28	0.33	0.35	0.32	0.13	-0.16	-0.22	-0.22	0	-0.29	-0.38	-0.03
3834	YLR031W	0.09	0.1	0.73	0.44	0.05	-0.1	-0.25	-0.32	-0.37	0.33	-0.06	-0.18	0.14	-0.39	0.17	-0.25	-0.23	0.1	-0.63	0.05	-0.19	-0.09	0.48	-0.56	0.33	-0.07	0.15	-0.29	0.15	-0.14	0.06	-0.56	0.82	-0.39	0.29	-0.09	0.61	0.11	0.9	-0.22	-0.22	-0.49	1.57	0.45	-0.17	0.18	0.38	0.06	0.08	-0.37	-0.19	-1.37	-0.31	-0.24	-0.15	-0.09	0.17	-0.285	0.06625	-0.09	0.26	0.01	0.19	0.56	0.58	0.12	-0.05	-0.12	-0.31	-0.16	-0.85	-0.19	0.04
3835	YLR032W	-0.08	-0.21	0.11	0.03	0.21	-0.25	0.03	-0.1	-0.16	-0.03	0.27	0.3	0.17	-0.02	-0.14	0.05	-0.07	-0.33	0.59	0.73	0.48	-0.03	-1.01	-0.2	-0.39	0.04	-0.66	0.47	0.09	-0.06	-0.28	0.38	0.03	-0.03	-0.01	0.03	-0.326666667	-0.32	0.36	-0.12	0.04	-0.16	0.23	0.11	1.08	0.36	-0.07	-0.33	-0.39	-0.19	-0.57	0.52	0.83	0.28	-0.32	-0.176	-0.25	-0.7	-0.6	-0.6	-0.33	-0.12	0.21	0.05	0.3	0.12	0.49	0.15	0.2	-0.17	-0.14	-0.22	0.06
3836	YLR033W	-0.07	-0.47	-0.33	-0.28	0.12	-0.26	0.43	0.06	0.25	0.06	-0.04	-0.13	0.16	-0.28	0.24	0.16	0.37	0.02	0.23	0.21	0.13	0.14	0.04	0.13	-0.11	-0.12	-0.23	0.09	-0.57	-0.16	-0.39	0.21	0.06	0.07	0.07	-0.12	0.17	0.2	0.02	-0.01	-0.02	-0.04	-0.71	-0.12	-0.48	0.02	-0.19	0.13	0.19	-0.26	0.12	-0.07	0.23	0.08	0.28	0.16	0.1025	0.28	0.32	0.25	-0.1	-0.19	-0.33	-0.08	0.02	-0.23	0	0.33	0.17	0.08	0.18	-0.02	-0.1
3837	YLR034C	-0.1	-0.2	0.15	-0.43	-0.29	-0.1	0.49	0.2	0.47	0.23	-0.16	-0.21	-0.3	-0.11	0.17	-0.22	0.33	0.08	0	-0.08	-0.29	-0.01	-0.66	0.34	0.77	0.48	-0.15	0.06	-0.29	-0.29	-0.66	-0.07	0.16	0.1	0.17	0.13	0.37	-0.01	0.48	-0.15	-0.21	-0.15	-0.18	-0.5	-0.7	-0.57	-0.42	-0.28	0.1	0.3	0.25	0.55	0.42	-0.09	0.13	0.35	0.298	0.44	0.21	-0.04	-0.14	-0.11	0.14	-0.16	-0.07	0.02	0.01	-0.01	-0.06	0.29	-0.02	-0.01	0.16
3838	YLR035C	-0.02	-0.18	0.01	-0.03	0.07	-0.15	0.26	-0.066	0.07	-0.03	-0.2	-0.12	0.14	-0.26	0.38	0.16	0.1	-0.2	-0.28	0.17	0.13	-1.01	0.07	0.13	0.1	0.27	-0.02	-0.01	-0.12	0.08	-0.19	0.07	0.1	-0.24	0.28	-0.12	0.37	0.21	0.41	-0.22	-0.07	-0.12	0.12	-0.48	-0.83	0.21	0.19	0.6	0.57	0.46	-0.01	0.02	0.53	-0.42	-0.42	-0.2	0.36	-0.05	-0.65	-0.2	-0.04	-0.14	-0.26	-0.04	-0.33	-0.12	-0.1	0.36	0.4	-0.16	0.36	0.15	0.08
3839	YLR036C	-0.34	0.06	0.03	-0.12	-0.01	-0.13	0.18	0.1	0.17	0.11	-0.13	-0.01	-0.01	-0.12	0.17	0.02	0.11	-0.06	0.03	-0.02	0.02	0.29	-0.5	0.41	0.36	0.16	-0.38	0.3	0.02	-0.02	-0.36	0.26	-0.07	0.2	-0.42	0.15	-0.42	-0.38	-0.01	0.06	0.14	0.2	-0.32	0.08	0.02	-0.37	0.27	-0.41	-0.3	-0.07	0.05	0.48	-0.51	0.22	0.16	-0.21	0.015	0.34	0.57	-0.01	-0.38	0.01	-0.29	-0.12	0.18	-0.06	0.29	0.13	0.13	0.34	-0.35	0.03	0.08
3840	YLR037C	0.19	-0.08	0.09	0.02	0.25	-0.36	0.18	-0.25	0.12	-0.14	-0.1	-0.08	0.26	-0.12	0.24	-0.05	0.25	-0.42	0.62	0.4	0.09	-0.22	0.35	-0.05	0.1	-0.16	0.18	-0.14	-0.2	-0.17	0.02	-0.27	0.12	-0.27	0.21	-0.25	0.18	-0.27	0.35	-0.25	-0.08	-0.27	0.2	-0.28	-0.11	0.18	-0.02	-0.12	-0.22	-0.34	-0.25	0.58	0.35	-0.16	-0.13	0	-0.161666667	0.31	0.03	-0.18	0.27	-0.39	-0.41	-0.22	-0.1	-0.08	-0.06	0.3	0.09	0.09	0.29	0.43	-0.03
3841	YLR038C	-0.17	0.56	0.26	-0.02	0.08	-0.29	0.04	-0.36	0.04	-0.12	0.14	-0.02	0.56	-0.36	0.13	-0.15	-0.15	-0.15	-0.93	-0.64	-0.16	0.3	-0.79	0.5	-0.13	0.47	-0.59	0.51	-0.37	0.36	-0.72	0.52	-0.17	0.35	-0.64	0.58	-1.33	0.09	-0.04	0.89	0.74	1.21	-0.41	-0.37	-0.32	-0.24	-0.12	-0.42	-0.61	-0.1	-0.01	0.71	0.12	0.2	0.15	0.071666667	0.26	0.59	0.55	0.24	-0.37	-0.23	-0.21	-0.06	0.12	-0.15	0.17	0.21	0.03	-0.04	0.31	0.01	-0.03
3842	YLR039C	-0.2	-0.32	0.27	-0.08	0.16	-0.02	0.03	-0.06	-0.1	0.02	-0.15	0.05	0	0.06	0.35	-0.05	0.16	-0.13	-0.28	0.19	-0.12	0	0.36	-0.12	0.33	0.44	2.26	-0.08	-0.38	-0.02	-0.15	-0.36	0.43	-0.3	0.085	-1.77	0.406666667	0.04	0.323333333	-0.19	-0.15	-0.15	0.19	-0.06	-0.42	-0.15	0.02	0.38	0.18	0.52	-0.16	-0.32	0.34	0.06	-0.33	0.008571429	0.14	-0.22	-0.18	0.15	-0.24	-0.13	0.04	0.02	0.27	-0.13	0.18	-0.02	0.12	0.13	-0.06	-0.34	0.01
3843	YLR040C	0.53	0.05	-0.08	-0.38	0.05	0.07	0.18	0.11	-0.13	0.42	-0.38	-0.15	0.05	-0.25	-0.02	0	0.07	-0.13	-0.12	-0.25	-0.83	-0.86	-0.69	-0.25	0.38	0.17	0.5	0.47	0.38	0.31	-0.1	-0.42	-0.07	-0.72	-0.22	-0.04	0.54	-0.66	1.3	0.43	0.38	0.39	-0.44	0.06	-0.3	-0.55	-0.59	-0.32	-0.21	0.24	-0.27	0.85	0.57	0.119	-0.27	0.2	0.25	0.36	0.41	-0.11	-0.71	-0.17	0.05	0.19	0.11	0.2	-0.06	0.03	0.17	0.26	-0.06	-0.09	0.2
3844	YLR041W	0.55	0.09	-0.09	-0.18	0.18	0.07	0.18	0.52	-0.09	0.01	-0.32	-0.18	0.31	-0.25	-0.2	-0.16	-0.32	-0.09	0	-0.21	-0.74	-0.57	-0.21	-0.31	0.3	0.09	0.96	0.41	0.53	0.18	0.24	-0.47	-1.19	-0.77	0.33	-0.17	0.57	-0.25	0.62	0.29	0.18	0.17	-0.51	0.33	-0.5	-0.84	-0.83	-0.84	-0.71	0.1	0.57	0.73	0.04	0.4	0.55	-0.3	0.0525	0.85	0.96	0.15	-0.51	-0.14	-0.32	0.38	0.17	0.38	-0.22	-0.26	-0.14	0.04	-0.16	0.4	0.24
3845	YLR042C	0.65	-0.01	-0.1	-0.3	-0.05	-0.25	-0.2	-0.18	-0.76	-0.119	-0.3	0.28	0.98	0.26	0.12	0.04	-0.2	0.02	0.3	0.04	-0.03	0.01	-0.93	0.32	-0.32	0.27	-0.57	0.43	-0.24	0.37	-0.12	-0.12	0.18	0.02	-0.34	0.29	-0.78	-0.49	0.33	0.46	0.38	0.55	0.3	0.19	-0.28	-0.24	-0.7	-0.55	-0.08	-0.38	-0.14	-0.18	0.29	0.43	0.3	0.05	-0.002857143	0.4	0.59	-0.91	-0.85	0.08	0.76	0.6	0.4	0.12	-0.27	-0.29	-0.24	0.09	-0.31	0.19	0.62
3846	YLR043C	0.22	0.09	0.12	0.08	0.17	-0.16	0.17	-0.01	-0.04	-0.14	0.03	-0.38	0.08	-0.53	0.36	-0.23	0.44	-0.25	-0.3	-0.3	-0.05	0.2	0.5	0.43	0.2	0.26	0.14	0.16	-0.24	0.19	-0.1	-0.04	-1.06	0.17	0.05	0.34	-0.36	-0.42	-0.36	0.08	0.03	0.48	-0.39	-0.49	0.1	-0.2	-0.02	-0.38	-0.1	-0.26	-0.27	1.09	0.15	0.223333333	-0.16	0.23	-0.02	0.41	0.3	0.26	0.25	0.07	-0.2	-0.31	-0.27	-0.35	-0.13	0.22	-0.2	0.09	0.28	0.26	0.01
3847	YLR044C	-0.28	-0.14	-0.36	-0.25	0.04	0.28	0.16	0.05	0.2	0.29	0.25	0.02	-0.08	-0.26	0.01	0.28	-0.25	0.02	-0.88	-1.2	-1.32	-0.42	-0.08	-0.07	0.01	0.2	-0.19	0.25	-0.08	0.32	0.28	0.21	0.71	0.24	0.44	0.21	1.1	0.59	0.66	-0.32	-0.32	-0.36	-0.28	-0.5	0.15	-0.17	-0.03	-0.49	-0.23	-0.29	-0.49	1.55	0.36	0.085	-0.25	0.16	-0.05	0.39	0.16	-0.65	0.28	-0.41	0.31	0	-0.2	-0.07	0.29	-0.06	0.03	-0.24	0.16	0.17	0.38
3848	YLR045C	-1.15	-0.613333333	-0.61	0.11	0.1	0.32	0.46	0.07	-0.13	-0.24	-0.36	0.13	0.05	0.2	0.48	0.63	-0.08	0.05	-0.07	0.17	0.3	0.73	0.3	0.05	-0.77	-0.27	-0.55	-0.33	-0.23	-0.11	0.36	0.82	0.54	0.04	-0.01	0.1	0.14	-0.18	-0.09	-0.25	-0.35	-0.35	-1.28	-1.24	0.06	0.33	1	0.65	0.46	0	-0.35	-0.87	-0.01	0.21	0.56	0.14625	0.5	0.09	-0.1	-0.57	-0.77	-0.51	-0.55	-0.13	0.27	0.52	0.48	0.28	0.51	0.1	0.38	0.15	-0.18
3849	YLR046C	-0.38	0.21	0	-0.03	-0.12	0.36	0.03	0.11	-0.03	0.21	-0.23	-0.04	-0.06	-0.09	-0.12	0.08	0.01	0.09	-0.28	-0.45	-0.51	0.5	0.3	-0.27	0.19	-0.18	-0.13	-0.49	0.37	-0.13	0.31	0.65	0.87	-0.34	0	-0.1	0.36	0.22	0.85	-0.71	-0.57	-0.47	0.29	-0.1	-0.2	0.01	0.46	-0.07	-0.15	-0.26	-0.03	-0.07	-0.3	0.26	0.23	-0.32	0.134	0.14	0.1	-0.07	0.54	0.11	-0.15	0.04	-0.15	0	-0.12	-0.04	-0.07	0.13	-0.09	-0.24	0.11
3850	YLR047C	-0.11	-0.17	-0.09	-0.09	0.03	-0.01	0.17	-0.03	0.21	0	-0.03	-0.14	-0.03	-0.11	0.21	0.3	-0.26	0.11	0.08	-0.16	-0.16	0.25	0.46	-0.13	-0.04	-0.16	0.35	0.21	-0.15	-0.39	0.31	-0.04	0.39	-0.49	0.22	-0.61	0.63	0.07	0.67	-0.56	-0.31	-0.44	0.227777778	0.516666667	0.234444444	0.46	0.66	0.46	1.14	-1.54	-0.4	-0.48625	-0.86	0.38	0.72	0.22	0.22	-0.4	-1.06	0.32	0.02	0.14	0.19	-0.32	-0.05	-0.1	-0.08	-0.05	-0.1	0.04	0.13	-0.19	0.04
3851	YLR048W	-0.15	0.04	-0.15	-0.08	-0.14	0.12	-0.06	0.35	0.01	0.19	-0.15	-0.08	-0.02	-0.12	-0.03	-0.02	0.09	0.19	-0.62	-0.43	-0.32	0.12	0.65	0.13	0.51	0.07	0.4	-0.08	0.41	-0.08	0.11	-0.23	0.71	-0.43	0.31	-0.13	0.2	0.32	0.72	-0.73	-0.82	-0.8	-0.3	0.06	0.59	0.35	0.66	0.02	0.2	-0.3	-0.01	1.02	-2.83	0.36	-0.09	-0.03	-0.49	0.44	0.33	-1.39	0.24	-0.27	0.36	0.58	0.32	0.25	0.31	-0.06	0.26	0.04	-0.16	-0.28	-0.19
3852	YLR049C	-0.97	-0.215555556	0.37	0.64	0.12	-0.3	-0.86	-0.86	-0.86	0.75	1.42	1.11	0.67	0.01	-0.03	-0.4	-0.69	-0.14	0.68	1.76	0.37	-0.5	-1.38	-1.02	-1.43	-0.65	0.11	1.39	1.04	1.04	0.32	0.16	-0.38	-1.25	-1.34	-1.02	-0.83	0.63	0.16	1.16	0.73	0.28	-1.16	-0.57	0.34	-0.35	-0.55	-0.31	-1.04	-1.14	0.08	1.61	1.45	1.02	0.58	0.26	-0.2	-0.518	-0.141	-0.92	-1.05	-0.43	-0.25	0.19	0.28	0.38	0.21	-0.23	-0.35	0.38	0.79	0.66	0.35
3853	YLR050C	-0.4	0.14	0.3	0.47	0.56	0.59	0.14	-0.18	-0.24	-0.26	-0.42	-0.01	0.19	-0.09	-0.03	0.04	-0.4	-0.4	-0.05	-0.23	-0.3	0.16	-0.07	-0.29	-0.36	-0.33	-0.92	0.03	0.18	0.54	0.51	0.34	1.06	-0.38	0.12	-0.07	0.49	-0.45	0.48	-0.23	-0.26	0.02	0.14	0.02	0.26	-0.03	-0.32	-0.33	-0.57	-0.27	-0.62	0.6	0.62	0.39	0.094	0.31	0.25	-0.14	-0.31	-0.73	0.06	-0.21	-0.05	0.46	0.13	0.07	0.03	-0.06	-0.05	0.2	0.04	-0.26	0.36
3854	YLR051C	0.21	-0.261111111	-0.38	0.22	-0.1	0.08	-0.03	0.18	0.11	0.08	0.09	0.09	0.11	-0.45	-0.28	0.08	-0.12	0.12	0.74	1.11	0.47	0.09	-0.6	-0.03	-0.5	0.14	-0.59	0.29	-0.28	0.11	-0.42	0.14	-0.41	0.25	-0.89	0.09	-0.59	0.48	-0.54	0.4	0.1	0.45	-0.2	0.53	0.13	-0.46	0.34	-0.2	-0.19	0.4	-0.01	-0.15	-0.37	0.01	-0.19	-0.1	-0.315	0.24	0.22	-0.09	-0.04	0.11	0.63	0.72	0.47	0.13	0.03	-0.47	-0.45	0.13	-0.59	-0.32	-0.26
3855	YLR052W	-0.07	0.03	-0.24	0.06	-0.09	0.2	-0.09	0.11	0.03	0.34	-0.24	0.19	0.05	-0.36	-0.16	0.02	0.13	0.13	0.3	0.22	0.121	0.2	-0.15	-0.01	-0.45	-0.32	-0.68	0.17	0.04	0.26	-0.06	0.02	0.26	0	-0.16	-0.01	-0.15	0.43	0.15	0.09	-0.24	0.09	-0.21	0.11	-0.13	-0.12	0.16	-0.06	-0.27	0.18	0.15	0.18	-0.03	0.11	-0.1	0.03	0.1	0.04	-0.05	0.41	0.15	-0.29	0.14	0.41	0.02	-0.02	-0.12	-0.2	-0.06	0.14	-0.17	-0.29	-0.12
3856	YLR053C	0.16	0.34	0.16	0.11	0.08	0.19	-0.06	0.1	-0.12	-0.28	0.01	-0.07	0.08	-0.1	-0.14	0.01	-0.24	-0.24	0.22	0.55	0.26	0.05	0.29	-0.41	0.14	0.18	0.04	0.21	-0.28	0.26	-0.1	-0.23	0.42	-0.35	-0.37	-0.23	0.14	-0.23	0.37	-0.3	-0.33	-0.32	0.26	0.33	0.41	-0.1	0.14	-0.98	0.09	-0.53	-0.01	-0.251111111	-0.273333333	0.16	0.17	0.08	-0.02	0.07	-0.041111111	0.38	-0.02	0.36	0.36	0.27	0.17	0.13	-0.02	-0.51	0.02	-0.03	-0.76	-0.22	-0.12
3857	YLR054C	-0.01	0.13	0.1	0.16	0.06	0.3	-0.14	0.09	0.04	0.26	-0.14	0.07	-0.09	-0.36	-0.34	0.1	-0.09	-0.14	-0.28	0.13	-0.22	-0.15	-0.09	-0.43	0.3	-0.49	0.32	-0.42	0.14	0.24	0.33	-0.08	0.75	-0.13	0.436	-0.28	0.75	0.28	0.77	-0.62	-0.16	-0.62	1.72	0.4	1.12	0.58	0	-0.7	-0.09	-0.5	-0.39	-1.2775	-2.77	-0.39	-0.04	0.2	0.61	0.08	0.16	0.14	-0.04	0.02	-0.1	0.05	0.11	-0.04	-0.01	-0.07	0.17	0.07	-0.04	-0.16	-0.12
3858	YLR055C	-0.3	-0.14	-0.27	0.02	-0.21	-0.2	0.13	-0.03	0.26	0.15	0.29	0.04	0.07	-0.3	0.13	0.25	0.05	0.07	-0.14	0.27	-0.06	0.15	-0.01	-0.16	-0.16	-0.14	0.11	0.03	1.1	-0.01	0.36	0.11	-0.29	-0.57	-0.06	-0.29	0.4	0.11	0.22	-0.04	-0.6	-0.33	0.24	0.02	-0.18	-0.38	-0.23	-0.58	0.02	-0.53	0.63	0.19	0.03	0.27	0.41	-0.88	-0.11	0.58	0.52	-0.26	-0.12	0.01	0.04	-0.18	0.01	0.05	0.03	0.18	-0.13	-0.02	0.28	0.15	-0.06
3859	YLR056W	-0.96	-1.35	-0.87	-0.56	0.39	0.29	1.1	0.22	0.51	0.11	0.06	-0.13	0.24	-0.08	0.52	0.15	0.53	-0.16	-0.91	-1.01	-0.48	0.73	0.77	0.93	0.77	0.68	0.01	0.32	-0.34	0.11	-0.03	0.02	0.3	0.13	0.18	0.26	0.45	-1.06	0.2	-0.6	-0.81	-0.62	-0.43	-0.78	0.09	-0.13	0.05	-0.38	-0.22	-0.02	-0.35	0.97	0.18	-0.002222222	-0.2	0.35	0.18	0.48	0.22	-1.16	0.6	0.03	0.05	0.4	0.13	0.03	0	-0.16	0.37	0.17	-0.33	-0.4	0.29
3860	YLR057W	-0.153	-0.09	-0.15	-0.1	0.06	-0.43	0.31	0.26	0.3	0.26	0.06	-0.12	-0.23	-0.41	-0.07	0	0.15	0.19	0.19	0.14	-0.33	-0.11	0.09	0.32	0.27	0.32	0.14	-0.11	-0.3	0.06	-0.51	-0.45	0.03	-0.26	0.26	0.17	0.23	0.18	1.15	-0.33	-0.74	-0.39	-0.15	-0.24	-0.33	-0.57	-0.09	0.03	0.57	0.86	0.45	0.04	0.06	-0.39	-0.23	-0.27	0.152857143	0.07	0.19	-0.6	-0.09	-0.14	0.23	0.2	-0.27	-0.05	-0.12	0.28	0.42	-0.01	0.23	-0.2	0.12
3861	YLR058C	-0.59	0.5	0.59	0.02	-0.15	-0.7	0.22	-0.01	0.38	0.02	-0.03	-0.4	-0.53	-0.57	-0.05	0.21	0.72	0.35	-0.8	-1.39	-1.25	-0.57	-0.35	-0.05	-0.05	-0.02	-0.43	-0.08	-0.44	0.2	-0.08	0.35	0.56	0.44	0.24	0.59	0.67	-0.18	0.93	0.41	0.49	0.83	-0.43	-0.9	-0.42	0.04	-0.03	-0.09	-0.22	-0.12	-0.58	0.36	0.1	0.04	-0.13	0.77	0.63	0.56	0.3	-0.95	0.18	-0.71	-0.22	-0.34	-0.51	-0.88	-0.1	0.06	0.66	0.39	0.58	0.95	0.89
3862	YLR059C	0.28	-0.28	-0.13	-0.32	0.28	-0.15	0.51	0.02	0.2	-0.04	-0.02	-0.23	0.12	-0.41	0.31	-0.15	0.23	-0.21	0.15	0.22	0.17	0.31	0.38	0.51	-0.12	0.31	0.13	0.2	-0.4	0.1	-0.6	-0.17	-0.72	0.15	0.1	0.28	-0.08	-0.28	-0.13	-0.03	-0.24	-0.24	-0.14	0.11	0.48	0.43	0.15	-0.01	-0.13	-0.15	-0.12	0.51	-0.16	-0.45	-0.067777778	-0.06	-0.23	0.15	-0.35	-0.23	-0.27	-0.33	-0.13	-0.04	0.1	0.07	0.34	0.2	-0.14	0.25	0.2	0.02	-0.01
3863	YLR060W	0.1	-0.01	-0.08	-0.44	-0.03	-0.34	0.29	-0.24	0.23	0.04	0.07	0.02	0.1	-0.13	0.17	-0.03	0.29	-0.01	0.28	0.29	0.32	0.21	-0.22	0.31	-0.14	0.26	0.72	0.35	-0.53	0.12	-0.92	0.13	-0.45	0.13	-0.68	0.1	-0.3	-0.1	-0.18	0.28	-0.03	0.07	-0.73	0.04	-0.05	0.07	0.23	-0.3	-0.23	-0.43	0.03	0.79	-0.1	0.21	-0.227777778	-0.08	-0.28	0.61	0.23	-1.15	-0.54	-0.56	-0.03	0.35	0.37	0.13	0.38	0.19	0.35	0.19	0.06	0.08	0.17
3864	YLR061W	0.04	-0.14	-0.14	-0.23	-0.03	-0.25	0.21	0.25	0.04	0.1	-0.14	-0.34	0.17	-0.27	0.39	-0.17	0.61	-0.1	-0.07	-0.28	0.16	0.42	0.48	0.55	0.03	0.37	-0.07	0.23	-0.5	0.38	-1.52	0.34	-0.92	0.08	-0.05	0.53	-0.37	0.31	-0.37	0.04	-0.07	0.31	-0.1	-0.09	0.18	0.2	0.36	-0.21	-0.14	0.33	-0.14	-0.48	-2.88	0.28	0.01	0.51	0.37	0.82	0.52	-0.53	-0.18	0.06	0.37	0.3	0.26	0.21	0.18	0.15	-0.18	0.12	-0.18	-0.27	-0.32
3865	YLR062C	0.14	0.03	0.14	-0.46	0.03	-0.44	0.22	-0.22	0.18	0.08	0.06	-0.3	0.15	-0.22	0.3	-0.17	0.5	-0.02	-0.25	0.07	0.28	0.35	-0.59	0.57	-0.12	0.56	-0.32	0.48	-0.36	0.44	-0.44	0.33	-0.26	0.12	-0.48	0.54	-0.82	-0.38	-0.67	0.27	0.17	0.52	-0.64	-0.33	0.05	-0.39	0.22	-0.66	-0.54	0.02	-0.17	0.843333333	0.2	0.35	-0.398888889	0.38	0.32	0.85	0.36	-0.77	-0.42	-0.03	0.23	0.46	0.4	0.16	0.27	0.09	0.09	0.2	-0.06	-0.32	-0.3
